type,entry_time,exit_time,entry_price,exit_price,pnl_pips,pnl_usd,exit_reason
short,2024-04-10 14:00:00+00:00,2024-04-11 08:00:00+00:00,191.9469952392578,192.50149993896486,-55.5,-55.45,Stop Loss
short,2024-04-11 10:00:00+00:00,2024-04-11 13:00:00+00:00,191.9259991455078,192.18499755859375,-27.9,-27.9,Signal (ST Flip / EMA Cross)
short,2024-04-12 06:00:00+00:00,2024-04-15 02:00:00+00:00,191.81000183105468,191.4748077392578,33.5,33.52,Stop Loss
long,2024-04-15 05:00:00+00:00,2024-04-17 16:00:00+00:00,191.78100158691407,191.972981262207,19.2,19.2,Stop Loss
short,2024-04-17 17:00:00+00:00,2024-04-18 05:00:00+00:00,192.02100036621093,192.41600036621094,-41.5,-41.5,Signal (ST Flip / EMA Cross)
long,2024-04-19 12:00:00+00:00,2024-04-19 15:00:00+00:00,192.38799621582032,191.58700561523438,-82.1,-82.1,Signal (ST Flip / EMA Cross)
long,2024-04-23 08:00:00+00:00,2024-04-24 08:00:00+00:00,191.55500366210939,192.42350158691406,86.8,86.85,Stop Loss
short,2024-04-29 08:00:00+00:00,2024-04-30 00:00:00+00:00,195.10600708007811,196.87399291992188,-178.8,-178.8,Signal (ST Flip / EMA Cross)
short,2024-05-01 16:00:00+00:00,2024-05-06 00:00:00+00:00,196.69400451660155,192.81839904785159,387.6,387.56,Stop Loss
long,2024-05-06 02:00:00+00:00,2024-05-07 07:00:00+00:00,192.96099426269532,193.23270416259766,27.2,27.17,Stop Loss
short,2024-05-07 21:00:00+00:00,2024-05-08 01:00:00+00:00,193.31999633789061,193.73399353027344,-43.4,-43.4,Signal (ST Flip / EMA Cross)
short,2024-05-15 10:00:00+00:00,2024-05-16 12:00:00+00:00,196.30699584960936,196.5311981201172,-22.4,-22.42,Stop Loss
long,2024-05-16 13:00:00+00:00,2024-05-21 13:00:00+00:00,196.66900207519532,198.3502960205078,168.1,168.13,Stop Loss
long,2024-05-24 08:00:00+00:00,2024-05-29 06:00:00+00:00,199.48800231933595,200.14669647216795,65.9,65.87,Stop Loss
long,2024-05-31 09:00:00+00:00,2024-06-03 07:00:00+00:00,200.20299865722657,199.9075988769531,-29.5,-29.54,Stop Loss
short,2024-06-03 09:00:00+00:00,2024-06-04 00:00:00+00:00,199.52800415039061,200.3250961303711,-79.7,-79.71,Stop Loss
long,2024-06-04 00:00:00+00:00,2024-06-04 06:00:00+00:00,200.37400390625,199.49810333251952,-87.6,-87.59,Stop Loss
short,2024-06-04 07:00:00+00:00,2024-06-05 01:00:00+00:00,198.72200439453124,198.51499938964844,18.7,18.7,Signal (ST Flip / EMA Cross)
long,2024-06-05 06:00:00+00:00,2024-06-06 18:00:00+00:00,199.10200073242189,199.17300415039062,5.1,5.1,Signal (ST Flip / EMA Cross)
long,2024-06-07 12:00:00+00:00,2024-06-10 09:00:00+00:00,199.71700622558595,199.1487869262695,-56.8,-56.82,Stop Loss
short,2024-06-12 17:00:00+00:00,2024-06-12 18:00:00+00:00,200.04100463867186,200.6199951171875,-59.9,-59.9,Signal (ST Flip / EMA Cross)
short,2024-06-13 15:00:00+00:00,2024-06-14 02:00:00+00:00,200.0580029296875,200.7570037841797,-71.9,-71.9,Signal (ST Flip / EMA Cross)
short,2024-06-14 09:00:00+00:00,2024-06-17 12:00:00+00:00,199.58000610351561,200.06859436035157,-48.9,-48.86,Stop Loss
long,2024-06-17 13:00:00+00:00,2024-06-21 07:00:00+00:00,200.13099243164064,200.7189987182617,58.8,58.8,Stop Loss
short,2024-06-21 07:00:00+00:00,2024-06-21 14:00:00+00:00,200.71399353027343,201.41519927978516,-70.1,-70.12,Stop Loss
long,2024-06-21 14:00:00+00:00,2024-06-24 10:00:00+00:00,201.49000122070314,201.57511138916016,8.5,8.51,Stop Loss
long,2024-06-27 06:00:00+00:00,2024-06-28 13:00:00+00:00,202.83900024414064,202.74190673828124,-9.7,-9.71,Stop Loss
short,2024-06-28 13:00:00+00:00,2024-06-28 15:00:00+00:00,202.69299743652343,203.30299377441406,-63.0,-63.0,Signal (ST Flip / EMA Cross)
long,2024-07-04 18:00:00+00:00,2024-07-05 02:00:00+00:00,205.79699279785157,205.44700622558594,-37.0,-37.0,Signal (ST Flip / EMA Cross)
long,2024-07-05 12:00:00+00:00,2024-07-08 02:00:00+00:00,206.07299377441407,205.4149932861328,-67.8,-67.8,Signal (ST Flip / EMA Cross)
long,2024-07-08 05:00:00+00:00,2024-07-11 12:00:00+00:00,205.85999633789064,207.5701919555664,171.0,171.02,Stop Loss
short,2024-07-11 12:00:00+00:00,2024-07-12 10:00:00+00:00,205.11400268554686,206.29429168701174,-118.0,-118.03,Stop Loss
long,2024-07-16 01:00:00+00:00,2024-07-17 05:00:00+00:00,205.56200744628907,205.02349395751952,-53.9,-53.85,Stop Loss
short,2024-07-17 05:00:00+00:00,2024-07-18 16:00:00+00:00,204.7749981689453,203.80990447998047,96.5,96.51,Stop Loss
long,2024-07-18 17:00:00+00:00,2024-07-19 07:00:00+00:00,203.76000549316407,203.14899444580078,-61.1,-61.1,Stop Loss
short,2024-07-19 08:00:00+00:00,2024-07-22 02:00:00+00:00,203.11299560546874,203.57200622558594,-47.9,-47.9,Signal (ST Flip / EMA Cross)
short,2024-07-22 04:00:00+00:00,2024-07-25 13:00:00+00:00,203.35899780273436,198.04021148681642,531.9,531.88,Stop Loss
long,2024-07-26 08:00:00+00:00,2024-07-26 14:00:00+00:00,198.53300048828126,197.51820220947263,-101.5,-101.48,Stop Loss
short,2024-07-26 20:00:00+00:00,2024-07-28 23:00:00+00:00,197.71599243164061,198.32000732421875,-62.4,-62.4,Signal (ST Flip / EMA Cross)
short,2024-07-29 01:00:00+00:00,2024-07-29 16:00:00+00:00,197.63499877929686,197.87399291992188,-25.9,-25.9,Signal (ST Flip / EMA Cross)
short,2024-07-30 16:00:00+00:00,2024-07-31 03:00:00+00:00,196.63199279785155,197.38050537109376,-74.9,-74.85,Stop Loss
long,2024-08-06 00:00:00+00:00,2024-08-06 10:00:00+00:00,185.6990008544922,183.8350067138672,-188.4,-188.4,Signal (ST Flip / EMA Cross)
long,2024-08-07 02:00:00+00:00,2024-08-07 23:00:00+00:00,186.61800720214845,185.01259460449216,-160.5,-160.54,Stop Loss
long,2024-08-08 13:00:00+00:00,2024-08-09 12:00:00+00:00,186.9229998779297,186.74169769287107,-18.1,-18.13,Stop Loss
long,2024-08-12 00:00:00+00:00,2024-08-12 17:00:00+00:00,187.35599853515626,187.84229431152343,48.6,48.63,Stop Loss
short,2024-08-16 20:00:00+00:00,2024-08-18 23:00:00+00:00,190.97000549316405,191.5570068359375,-60.7,-60.7,Signal (ST Flip / EMA Cross)
short,2024-08-19 02:00:00+00:00,2024-08-19 21:00:00+00:00,190.85600708007811,190.3459930419922,49.0,49.0,Signal (ST Flip / EMA Cross)
short,2024-08-20 01:00:00+00:00,2024-08-20 02:00:00+00:00,190.00200317382811,190.64769287109377,-64.6,-64.57,Stop Loss
long,2024-08-20 02:00:00+00:00,2024-08-20 14:00:00+00:00,190.8189959716797,189.7100067138672,-112.9,-112.9,Signal (ST Flip / EMA Cross)
short,2024-08-20 14:00:00+00:00,2024-08-21 07:00:00+00:00,189.69000671386718,190.0654006958008,-37.5,-37.54,Stop Loss
long,2024-08-21 09:00:00+00:00,2024-08-21 19:00:00+00:00,190.35999633789064,189.81100463867188,-56.9,-56.9,Signal (ST Flip / EMA Cross)
long,2024-08-21 20:00:00+00:00,2024-08-21 22:00:00+00:00,190.09899475097657,189.7729949951172,-34.6,-34.6,Signal (ST Flip / EMA Cross)
long,2024-08-22 00:00:00+00:00,2024-08-23 18:00:00+00:00,190.22599365234376,190.468994140625,22.3,22.3,Signal (ST Flip / EMA Cross)
short,2024-08-23 18:00:00+00:00,2024-08-26 18:00:00+00:00,190.448994140625,190.593994140625,-16.5,-16.5,Signal (ST Flip / EMA Cross)
long,2024-08-28 00:00:00+00:00,2024-08-28 09:00:00+00:00,191.09600402832032,190.60109558105466,-49.5,-49.49,Stop Loss
short,2024-08-28 11:00:00+00:00,2024-08-28 13:00:00+00:00,190.61800048828124,191.13099670410156,-53.3,-53.3,Signal (ST Flip / EMA Cross)
short,2024-08-28 15:00:00+00:00,2024-08-29 04:00:00+00:00,190.6810040283203,191.14599609375,-48.5,-48.5,Signal (ST Flip / EMA Cross)
short,2024-08-29 10:00:00+00:00,2024-08-29 12:00:00+00:00,190.60399291992186,191.3489990234375,-76.5,-76.5,Signal (ST Flip / EMA Cross)
short,2024-08-29 20:00:00+00:00,2024-08-30 07:00:00+00:00,190.86800048828124,191.17100524902344,-32.3,-32.3,Signal (ST Flip / EMA Cross)
short,2024-09-03 05:00:00+00:00,2024-09-05 14:00:00+00:00,191.98,189.73010406494143,225.0,224.99,Stop Loss
short,2024-09-10 12:00:00+00:00,2024-09-12 00:00:00+00:00,186.72000549316405,186.1725036621094,54.8,54.75,Stop Loss
long,2024-09-16 13:00:00+00:00,2024-09-18 04:00:00+00:00,185.49000122070314,186.00140686035155,51.1,51.14,Stop Loss
short,2024-09-23 10:00:00+00:00,2024-09-23 12:00:00+00:00,190.65900085449218,191.69620208740236,-103.7,-103.72,Stop Loss
long,2024-09-25 00:00:00+00:00,2024-09-27 06:00:00+00:00,192.2020068359375,194.10959014892578,190.8,190.76,Stop Loss
short,2024-09-27 07:00:00+00:00,2024-09-30 13:00:00+00:00,191.39000366210936,191.46800384521487,-7.8,-7.8,Stop Loss
long,2024-09-30 15:00:00+00:00,2024-10-01 08:00:00+00:00,191.94999267578126,191.9209014892578,-2.9,-2.91,Stop Loss
short,2024-10-01 11:00:00+00:00,2024-10-02 08:00:00+00:00,191.46300170898436,191.89999389648438,-45.7,-45.7,Signal (ST Flip / EMA Cross)
long,2024-10-02 09:00:00+00:00,2024-10-03 05:00:00+00:00,191.76800109863282,193.45769805908202,169.0,168.97,Stop Loss
short,2024-10-03 10:00:00+00:00,2024-10-04 09:00:00+00:00,192.58800170898436,192.7956970214844,-20.8,-20.77,Stop Loss
long,2024-10-04 11:00:00+00:00,2024-10-07 07:00:00+00:00,193.06100036621095,194.3582992553711,129.7,129.73,Stop Loss
short,2024-10-07 12:00:00+00:00,2024-10-08 13:00:00+00:00,193.7560009765625,194.26100158691406,-52.5,-52.5,Signal (ST Flip / EMA Cross)
short,2024-10-10 12:00:00+00:00,2024-10-11 09:00:00+00:00,194.29700134277343,194.6699981689453,-39.3,-39.3,Signal (ST Flip / EMA Cross)
short,2024-10-15 07:00:00+00:00,2024-10-15 16:00:00+00:00,195.07599304199218,195.3179931640625,-26.2,-26.2,Signal (ST Flip / EMA Cross)
short,2024-10-15 18:00:00+00:00,2024-10-17 12:00:00+00:00,195.05499694824218,194.7683074951172,28.7,28.67,Stop Loss
long,2024-10-17 12:00:00+00:00,2024-10-18 15:00:00+00:00,194.9229998779297,194.9626983642578,4.0,3.97,Stop Loss
short,2024-10-18 16:00:00+00:00,2024-10-21 09:00:00+00:00,194.87300537109374,195.36099243164062,-50.8,-50.8,Signal (ST Flip / EMA Cross)
short,2024-10-24 03:00:00+00:00,2024-10-24 13:00:00+00:00,196.95799682617186,197.53199768066406,-59.4,-59.4,Signal (ST Flip / EMA Cross)
short,2024-10-24 14:00:00+00:00,2024-10-25 09:00:00+00:00,196.87500427246093,197.3040008544922,-44.9,-44.9,Signal (ST Flip / EMA Cross)
long,2024-10-29 07:00:00+00:00,2024-10-30 10:00:00+00:00,198.69100524902345,198.6656982421875,-2.5,-2.53,Stop Loss
short,2024-10-30 10:00:00+00:00,2024-10-30 14:00:00+00:00,198.35899780273436,199.47779388427736,-111.9,-111.88,Stop Loss
long,2024-11-01 13:00:00+00:00,2024-11-04 09:00:00+00:00,197.60099365234376,197.01300048828125,-60.8,-60.8,Signal (ST Flip / EMA Cross)
long,2024-11-05 01:00:00+00:00,2024-11-07 18:00:00+00:00,197.29900695800782,198.47440185546873,117.5,117.54,Stop Loss
short,2024-11-07 18:00:00+00:00,2024-11-11 04:00:00+00:00,198.42200134277343,198.28088989257813,14.1,14.11,Stop Loss
long,2024-11-11 04:00:00+00:00,2024-11-11 20:00:00+00:00,198.30999328613282,197.68499755859375,-64.5,-64.5,Signal (ST Flip / EMA Cross)
short,2024-11-13 13:00:00+00:00,2024-11-13 18:00:00+00:00,197.03799865722655,197.6820068359375,-66.4,-66.4,Signal (ST Flip / EMA Cross)
long,2024-11-14 14:00:00+00:00,2024-11-15 07:00:00+00:00,197.73600341796876,197.42789459228516,-30.8,-30.81,Stop Loss
short,2024-11-15 08:00:00+00:00,2024-11-18 18:00:00+00:00,196.90599487304686,196.072998046875,81.3,81.3,Signal (ST Flip / EMA Cross)
short,2024-11-19 01:00:00+00:00,2024-11-19 17:00:00+00:00,195.34500549316405,196.039404296875,-69.4,-69.44,Stop Loss
long,2024-11-19 19:00:00+00:00,2024-11-20 15:00:00+00:00,196.10799743652345,196.2409896850586,13.3,13.3,Stop Loss
short,2024-11-21 00:00:00+00:00,2024-11-25 07:00:00+00:00,196.22200439453124,194.2740020751953,192.8,192.8,Signal (ST Flip / EMA Cross)
short,2024-11-25 12:00:00+00:00,2024-11-28 00:00:00+00:00,193.82599304199218,192.08970184326174,173.6,173.63,Stop Loss
long,2024-11-28 02:00:00+00:00,2024-11-29 00:00:00+00:00,191.895,191.62679290771484,-26.8,-26.82,Stop Loss
short,2024-11-29 00:00:00+00:00,2024-12-02 05:00:00+00:00,191.23599670410155,191.20799255371094,0.8,0.8,Signal (ST Flip / EMA Cross)
short,2024-12-02 07:00:00+00:00,2024-12-04 01:00:00+00:00,190.53299377441405,189.9024185180664,63.1,63.06,Stop Loss
long,2024-12-04 01:00:00+00:00,2024-12-06 06:00:00+00:00,189.92699768066407,191.00799560546875,106.1,106.1,Signal (ST Flip / EMA Cross)
long,2024-12-06 07:00:00+00:00,2024-12-06 14:00:00+00:00,191.58700134277345,191.21019134521484,-37.7,-37.68,Stop Loss
short,2024-12-06 16:00:00+00:00,2024-12-09 07:00:00+00:00,190.8320050048828,191.45580139160157,-62.4,-62.38,Stop Loss
long,2024-12-09 08:00:00+00:00,2024-12-11 07:00:00+00:00,192.08700134277345,193.2710968017578,118.4,118.41,Stop Loss
short,2024-12-12 12:00:00+00:00,2024-12-13 11:00:00+00:00,193.77899597167968,194.1268035888672,-34.8,-34.78,Stop Loss
long,2024-12-13 11:00:00+00:00,2024-12-17 15:00:00+00:00,194.26800109863282,194.78810577392576,52.0,52.01,Stop Loss
long,2024-12-18 00:00:00+00:00,2024-12-18 04:00:00+00:00,195.3709979248047,194.89999389648438,-49.1,-49.1,Signal (ST Flip / EMA Cross)
short,2024-12-18 20:00:00+00:00,2024-12-19 03:00:00+00:00,194.50799987792968,195.6779998779297,-117.0,-117.0,Stop Loss
short,2024-12-20 03:00:00+00:00,2024-12-20 19:00:00+00:00,195.99199340820311,196.53700256347656,-56.5,-56.5,Signal (ST Flip / EMA Cross)
short,2024-12-30 14:00:00+00:00,2024-12-31 16:00:00+00:00,197.2020001220703,196.97740936279297,22.5,22.46,Stop Loss
long,2025-01-01 23:00:00+00:00,2025-01-02 06:00:00+00:00,197.49200012207032,196.2760009765625,-123.6,-123.6,Signal (ST Flip / EMA Cross)
long,2025-01-03 20:00:00+00:00,2025-01-06 13:00:00+00:00,195.53600646972657,195.96949920654296,43.3,43.35,Stop Loss
short,2025-01-07 19:00:00+00:00,2025-01-08 04:00:00+00:00,197.0479931640625,197.50100708007812,-47.3,-47.3,Signal (ST Flip / EMA Cross)
short,2025-01-08 07:00:00+00:00,2025-01-13 22:00:00+00:00,197.11499450683593,192.2895034790039,482.5,482.55,Stop Loss
long,2025-01-13 23:00:00+00:00,2025-01-14 14:00:00+00:00,192.4730029296875,191.82400512695312,-66.9,-66.9,Signal (ST Flip / EMA Cross)
long,2025-01-14 15:00:00+00:00,2025-01-15 06:00:00+00:00,192.73400451660157,191.90899658203125,-84.5,-84.5,Signal (ST Flip / EMA Cross)
short,2025-01-21 06:00:00+00:00,2025-01-21 15:00:00+00:00,190.68199584960936,191.0489959716797,-38.7,-38.7,Signal (ST Flip / EMA Cross)
short,2025-01-24 07:00:00+00:00,2025-01-24 09:00:00+00:00,192.4570050048828,193.34800720214844,-91.1,-91.1,Signal (ST Flip / EMA Cross)
short,2025-01-27 09:00:00+00:00,2025-01-28 02:00:00+00:00,193.01399658203124,193.58900451660156,-59.5,-59.5,Signal (ST Flip / EMA Cross)
short,2025-01-28 12:00:00+00:00,2025-01-28 16:00:00+00:00,192.93899963378905,193.468994140625,-55.0,-55.0,Signal (ST Flip / EMA Cross)
short,2025-01-29 05:00:00+00:00,2025-01-31 12:00:00+00:00,193.03400085449218,192.3000030517578,71.4,71.4,Signal (ST Flip / EMA Cross)
short,2025-01-31 14:00:00+00:00,2025-01-31 15:00:00+00:00,191.61400268554686,192.35800170898438,-76.4,-76.4,Signal (ST Flip / EMA Cross)
short,2025-02-03 00:00:00+00:00,2025-02-03 15:00:00+00:00,191.12100646972655,192.05628509521486,-93.5,-93.53,Stop Loss
long,2025-02-03 18:00:00+00:00,2025-02-05 00:00:00+00:00,192.03499938964845,192.02999877929688,-2.5,-2.5,Signal (ST Flip / EMA Cross)
long,2025-02-07 11:00:00+00:00,2025-02-07 14:00:00+00:00,189.49999572753907,188.8090057373047,-71.1,-71.1,Signal (ST Flip / EMA Cross)
short,2025-02-10 13:00:00+00:00,2025-02-11 11:00:00+00:00,188.14600036621093,188.25500946044923,-10.9,-10.9,Stop Loss
long,2025-02-11 12:00:00+00:00,2025-02-13 11:00:00+00:00,188.67400695800782,191.76309661865233,308.9,308.91,Stop Loss
short,2025-02-13 18:00:00+00:00,2025-02-13 21:00:00+00:00,191.68899963378905,191.96299743652344,-29.4,-29.4,Signal (ST Flip / EMA Cross)
short,2025-02-14 01:00:00+00:00,2025-02-14 02:00:00+00:00,191.657001953125,191.94500732421875,-30.8,-30.8,Signal (ST Flip / EMA Cross)
short,2025-02-14 04:00:00+00:00,2025-02-14 08:00:00+00:00,191.61400268554686,192.22799682617188,-63.4,-63.4,Signal (ST Flip / EMA Cross)
short,2025-02-14 20:00:00+00:00,2025-02-18 02:00:00+00:00,191.7020001220703,191.40899658203125,27.3,27.3,Signal (ST Flip / EMA Cross)
long,2025-02-18 16:00:00+00:00,2025-02-19 08:00:00+00:00,191.44300415039064,191.35800170898438,-10.5,-10.5,Signal (ST Flip / EMA Cross)
long,2025-02-21 02:00:00+00:00,2025-02-21 15:00:00+00:00,190.72100402832032,189.35469665527341,-136.6,-136.63,Stop Loss
short,2025-02-21 15:00:00+00:00,2025-02-24 02:00:00+00:00,188.98399780273436,189.5745056152344,-59.1,-59.05,Stop Loss
short,2025-02-25 04:00:00+00:00,2025-02-25 05:00:00+00:00,188.92200134277343,189.18299865722656,-28.1,-28.1,Signal (ST Flip / EMA Cross)
short,2025-02-25 07:00:00+00:00,2025-02-25 11:00:00+00:00,188.26399658203124,189.5745056152344,-131.1,-131.05,Stop Loss
long,2025-02-25 12:00:00+00:00,2025-02-25 15:00:00+00:00,189.48200561523439,188.63800048828125,-86.4,-86.4,Signal (ST Flip / EMA Cross)
long,2025-02-26 06:00:00+00:00,2025-02-26 20:00:00+00:00,189.20699645996095,188.88800048828125,-33.9,-33.9,Signal (ST Flip / EMA Cross)
long,2025-02-27 08:00:00+00:00,2025-02-27 20:00:00+00:00,189.72899963378907,188.79740447998046,-93.2,-93.16,Stop Loss
short,2025-02-27 20:00:00+00:00,2025-02-28 07:00:00+00:00,188.77100036621093,189.43760986328127,-66.7,-66.66,Stop Loss
long,2025-02-28 09:00:00+00:00,2025-03-03 20:00:00+00:00,189.25800659179689,189.96240997314453,70.4,70.44,Stop Loss
short,2025-03-04 00:00:00+00:00,2025-03-04 19:00:00+00:00,189.39600036621093,190.5355926513672,-114.0,-113.96,Stop Loss
long,2025-03-04 19:00:00+00:00,2025-03-06 08:00:00+00:00,190.96200134277345,191.27019958496092,30.8,30.82,Stop Loss
short,2025-03-06 09:00:00+00:00,2025-03-07 19:00:00+00:00,190.39900634765624,191.42369079589844,-102.5,-102.47,Stop Loss
short,2025-03-10 05:00:00+00:00,2025-03-11 08:00:00+00:00,190.45999572753905,190.36199951171875,9.8,9.8,Stop Loss
long,2025-03-11 09:00:00+00:00,2025-03-13 05:00:00+00:00,190.64800598144532,191.37220764160156,72.4,72.42,Stop Loss
short,2025-03-13 05:00:00+00:00,2025-03-14 02:00:00+00:00,191.4019970703125,191.8260040283203,-44.4,-44.4,Signal (ST Flip / EMA Cross)
short,2025-03-19 19:00:00+00:00,2025-03-21 01:00:00+00:00,193.43500183105468,193.32869567871094,10.6,10.63,Stop Loss
short,2025-03-21 12:00:00+00:00,2025-03-24 00:00:00+00:00,192.3009991455078,193.65879821777344,-135.8,-135.78,Stop Loss
long,2025-03-24 00:00:00+00:00,2025-03-25 13:00:00+00:00,193.68400146484376,194.0856994628906,40.2,40.17,Stop Loss
short,2025-03-25 14:00:00+00:00,2025-03-26 02:00:00+00:00,193.83400390625,194.49899291992188,-68.5,-68.5,Signal (ST Flip / EMA Cross)
short,2025-03-26 09:00:00+00:00,2025-03-27 06:00:00+00:00,193.7590069580078,194.32000732421875,-58.1,-58.1,Signal (ST Flip / EMA Cross)
short,2025-04-01 03:00:00+00:00,2025-04-01 06:00:00+00:00,193.53400085449218,193.75599670410156,-24.2,-24.2,Signal (ST Flip / EMA Cross)
short,2025-04-01 07:00:00+00:00,2025-04-01 23:00:00+00:00,193.11200378417968,193.4969940185547,-40.5,-40.5,Signal (ST Flip / EMA Cross)
short,2025-04-02 12:00:00+00:00,2025-04-02 14:00:00+00:00,193.05699584960936,193.84959716796877,-79.3,-79.26,Stop Loss
long,2025-04-02 14:00:00+00:00,2025-04-02 21:00:00+00:00,194.11700012207032,193.4568908691406,-66.0,-66.01,Stop Loss
short,2025-04-02 23:00:00+00:00,2025-04-07 14:00:00+00:00,192.88899658203124,189.8716003417969,301.7,301.74,Stop Loss
short,2025-04-08 06:00:00+00:00,2025-04-09 17:00:00+00:00,188.23399780273436,187.086100769043,114.8,114.79,Stop Loss
long,2025-04-09 19:00:00+00:00,2025-04-10 13:00:00+00:00,189.41900207519532,187.3894088745117,-203.0,-202.96,Stop Loss
short,2025-04-10 15:00:00+00:00,2025-04-11 16:00:00+00:00,186.73599670410155,187.6490020751953,-93.3,-93.3,Signal (ST Flip / EMA Cross)
long,2025-04-16 08:00:00+00:00,2025-04-16 14:00:00+00:00,189.45800354003907,188.83700561523438,-64.1,-64.1,Signal (ST Flip / EMA Cross)
long,2025-04-17 07:00:00+00:00,2025-04-17 13:00:00+00:00,189.197001953125,188.38999938964844,-82.7,-82.7,Signal (ST Flip / EMA Cross)
long,2025-04-17 16:00:00+00:00,2025-04-20 23:00:00+00:00,188.85099365234376,188.38129882812498,-47.0,-46.97,Stop Loss
long,2025-04-29 02:00:00+00:00,2025-04-29 04:00:00+00:00,191.13199951171876,190.9239959716797,-22.8,-22.8,Signal (ST Flip / EMA Cross)
long,2025-04-29 07:00:00+00:00,2025-04-29 12:00:00+00:00,191.12800170898439,190.81900024414062,-32.9,-32.9,Signal (ST Flip / EMA Cross)
short,2025-04-30 13:00:00+00:00,2025-05-01 04:00:00+00:00,190.03900573730468,191.26470947265625,-122.6,-122.57,Stop Loss
long,2025-05-01 04:00:00+00:00,2025-05-02 09:00:00+00:00,191.27999450683595,192.3313049316406,105.1,105.13,Stop Loss
short,2025-05-02 12:00:00+00:00,2025-05-07 04:00:00+00:00,192.21399353027343,191.16799926757812,102.6,102.6,Signal (ST Flip / EMA Cross)
short,2025-05-14 08:00:00+00:00,2025-05-19 08:00:00+00:00,195.17400024414061,193.69060058593752,148.3,148.34,Stop Loss
long,2025-05-19 09:00:00+00:00,2025-05-20 05:00:00+00:00,194.03400756835939,193.22640838623045,-80.8,-80.76,Stop Loss
short,2025-05-20 05:00:00+00:00,2025-05-20 20:00:00+00:00,193.09900329589843,193.4949951171875,-41.6,-41.6,Signal (ST Flip / EMA Cross)
short,2025-05-20 21:00:00+00:00,2025-05-21 22:00:00+00:00,193.35199401855468,193.55639953613283,-20.4,-20.44,Stop Loss
long,2025-05-22 15:00:00+00:00,2025-05-23 11:00:00+00:00,193.197001953125,192.72270050048826,-47.4,-47.43,Stop Loss
short,2025-05-23 12:00:00+00:00,2025-05-25 23:00:00+00:00,192.7330059814453,193.3560028076172,-64.3,-64.3,Signal (ST Flip / EMA Cross)
short,2025-05-27 01:00:00+00:00,2025-05-27 05:00:00+00:00,193.1080059814453,193.68961181640626,-58.2,-58.16,Stop Loss
long,2025-05-27 05:00:00+00:00,2025-05-29 12:00:00+00:00,194.19799377441407,195.08499755859373,88.7,88.7,Stop Loss
